[NanoDet][03-06 15:13:12]INFO: Setting up data...
[NanoDet][03-06 15:13:12]INFO: Creating model...
[NanoDet][03-06 15:13:13]INFO: Weight Averaging is enabled
[NanoDet][03-06 15:13:14]INFO: Train|Epoch1/100|Iter0(1/294)| mem:4.53G| lr:1.00e-07| loss_qfl:0.5577| loss_bbox:1.1335| loss_dfl:0.5195| aux_loss_qfl:0.4696| aux_loss_bbox:1.1508| aux_loss_dfl:0.5386| 
[NanoDet][03-06 15:13:38]INFO: Train|Epoch1/100|Iter50(51/294)| mem:4.89G| lr:1.00e-04| loss_qfl:0.5713| loss_bbox:0.9771| loss_dfl:0.4985| aux_loss_qfl:0.3597| aux_loss_bbox:0.6019| aux_loss_dfl:0.3468| 
[NanoDet][03-06 15:13:59]INFO: Train|Epoch1/100|Iter100(101/294)| mem:4.9G| lr:2.00e-04| loss_qfl:0.3804| loss_bbox:0.6175| loss_dfl:0.4003| aux_loss_qfl:0.2614| aux_loss_bbox:0.3904| aux_loss_dfl:0.2434| 
[NanoDet][03-06 15:14:20]INFO: Train|Epoch1/100|Iter150(151/294)| mem:4.9G| lr:3.00e-04| loss_qfl:0.2185| loss_bbox:0.5509| loss_dfl:0.3417| aux_loss_qfl:0.2281| aux_loss_bbox:0.4320| aux_loss_dfl:0.2370| 
[NanoDet][03-06 15:14:42]INFO: Train|Epoch1/100|Iter200(201/294)| mem:4.9G| lr:4.00e-04| loss_qfl:0.3030| loss_bbox:0.5193| loss_dfl:0.3174| aux_loss_qfl:0.2585| aux_loss_bbox:0.4086| aux_loss_dfl:0.2465| 
[NanoDet][03-06 15:15:04]INFO: Train|Epoch1/100|Iter250(251/294)| mem:4.9G| lr:5.00e-04| loss_qfl:0.2549| loss_bbox:0.4667| loss_dfl:0.2915| aux_loss_qfl:0.2320| aux_loss_bbox:0.3330| aux_loss_dfl:0.2153| 
[NanoDet][03-06 15:15:26]INFO: Train|Epoch2/100|Iter300(7/294)| mem:4.9G| lr:6.00e-04| loss_qfl:0.2849| loss_bbox:0.4465| loss_dfl:0.2558| aux_loss_qfl:0.2081| aux_loss_bbox:0.3706| aux_loss_dfl:0.2287| 
[NanoDet][03-06 15:15:48]INFO: Train|Epoch2/100|Iter350(57/294)| mem:4.9G| lr:7.00e-04| loss_qfl:0.2006| loss_bbox:0.4304| loss_dfl:0.2415| aux_loss_qfl:0.1656| aux_loss_bbox:0.3756| aux_loss_dfl:0.2021| 
[NanoDet][03-06 15:16:10]INFO: Train|Epoch2/100|Iter400(107/294)| mem:4.9G| lr:8.00e-04| loss_qfl:0.2718| loss_bbox:0.3869| loss_dfl:0.2389| aux_loss_qfl:0.2218| aux_loss_bbox:0.2963| aux_loss_dfl:0.1993| 
[NanoDet][03-06 15:16:32]INFO: Train|Epoch2/100|Iter450(157/294)| mem:4.9G| lr:9.00e-04| loss_qfl:0.2685| loss_bbox:0.3534| loss_dfl:0.2212| aux_loss_qfl:0.2314| aux_loss_bbox:0.3084| aux_loss_dfl:0.1932| 
[NanoDet][03-06 15:16:54]INFO: Train|Epoch2/100|Iter500(207/294)| mem:4.9G| lr:1.00e-03| loss_qfl:0.2333| loss_bbox:0.3742| loss_dfl:0.2179| aux_loss_qfl:0.1718| aux_loss_bbox:0.3427| aux_loss_dfl:0.2066| 
[NanoDet][03-06 15:17:16]INFO: Train|Epoch2/100|Iter550(257/294)| mem:4.9G| lr:1.00e-03| loss_qfl:0.1618| loss_bbox:0.3885| loss_dfl:0.2289| aux_loss_qfl:0.1478| aux_loss_bbox:0.3586| aux_loss_dfl:0.2215| 
[NanoDet][03-06 15:17:39]INFO: Train|Epoch3/100|Iter600(13/294)| mem:4.9G| lr:9.92e-04| loss_qfl:0.2692| loss_bbox:0.4066| loss_dfl:0.2348| aux_loss_qfl:0.2115| aux_loss_bbox:0.3831| aux_loss_dfl:0.2277| 
[NanoDet][03-06 15:18:01]INFO: Train|Epoch3/100|Iter650(63/294)| mem:4.9G| lr:9.92e-04| loss_qfl:0.2189| loss_bbox:0.3778| loss_dfl:0.2322| aux_loss_qfl:0.1401| aux_loss_bbox:0.3087| aux_loss_dfl:0.2015| 
[NanoDet][03-06 15:18:23]INFO: Train|Epoch3/100|Iter700(113/294)| mem:4.9G| lr:9.92e-04| loss_qfl:0.2135| loss_bbox:0.4253| loss_dfl:0.2245| aux_loss_qfl:0.1937| aux_loss_bbox:0.3963| aux_loss_dfl:0.2161| 
[NanoDet][03-06 15:18:45]INFO: Train|Epoch3/100|Iter750(163/294)| mem:4.9G| lr:9.92e-04| loss_qfl:0.1884| loss_bbox:0.3815| loss_dfl:0.2096| aux_loss_qfl:0.1804| aux_loss_bbox:0.3067| aux_loss_dfl:0.1837| 
[NanoDet][03-06 15:19:07]INFO: Train|Epoch3/100|Iter800(213/294)| mem:4.9G| lr:9.92e-04| loss_qfl:0.2268| loss_bbox:0.3629| loss_dfl:0.2046| aux_loss_qfl:0.1752| aux_loss_bbox:0.3679| aux_loss_dfl:0.2095| 
[NanoDet][03-06 15:19:28]INFO: Train|Epoch3/100|Iter850(263/294)| mem:4.9G| lr:9.92e-04| loss_qfl:0.1951| loss_bbox:0.3545| loss_dfl:0.2048| aux_loss_qfl:0.1515| aux_loss_bbox:0.3323| aux_loss_dfl:0.1963| 
[NanoDet][03-06 15:19:52]INFO: Train|Epoch4/100|Iter900(19/294)| mem:4.9G| lr:9.79e-04| loss_qfl:0.1598| loss_bbox:0.3206| loss_dfl:0.2141| aux_loss_qfl:0.1550| aux_loss_bbox:0.3036| aux_loss_dfl:0.2049| 
[NanoDet][03-06 15:20:14]INFO: Train|Epoch4/100|Iter950(69/294)| mem:4.9G| lr:9.79e-04| loss_qfl:0.1778| loss_bbox:0.3163| loss_dfl:0.1935| aux_loss_qfl:0.1569| aux_loss_bbox:0.3221| aux_loss_dfl:0.1907| 
[NanoDet][03-06 15:20:36]INFO: Train|Epoch4/100|Iter1000(119/294)| mem:4.9G| lr:9.79e-04| loss_qfl:0.2280| loss_bbox:0.2861| loss_dfl:0.1775| aux_loss_qfl:0.1574| aux_loss_bbox:0.2689| aux_loss_dfl:0.1723| 
[NanoDet][03-06 15:20:58]INFO: Train|Epoch4/100|Iter1050(169/294)| mem:4.9G| lr:9.79e-04| loss_qfl:0.2241| loss_bbox:0.3294| loss_dfl:0.2072| aux_loss_qfl:0.2055| aux_loss_bbox:0.2961| aux_loss_dfl:0.1903| 
[NanoDet][03-06 15:21:20]INFO: Train|Epoch4/100|Iter1100(219/294)| mem:4.9G| lr:9.79e-04| loss_qfl:0.1921| loss_bbox:0.3763| loss_dfl:0.1994| aux_loss_qfl:0.1735| aux_loss_bbox:0.3436| aux_loss_dfl:0.1886| 
[NanoDet][03-06 15:21:43]INFO: Train|Epoch4/100|Iter1150(269/294)| mem:4.9G| lr:9.79e-04| loss_qfl:0.1738| loss_bbox:0.3662| loss_dfl:0.2303| aux_loss_qfl:0.1434| aux_loss_bbox:0.3614| aux_loss_dfl:0.2280| 
[NanoDet][03-06 15:22:06]INFO: Train|Epoch5/100|Iter1200(25/294)| mem:4.9G| lr:9.61e-04| loss_qfl:0.1966| loss_bbox:0.3781| loss_dfl:0.2069| aux_loss_qfl:0.1622| aux_loss_bbox:0.3587| aux_loss_dfl:0.1994| 
[NanoDet][03-06 15:22:28]INFO: Train|Epoch5/100|Iter1250(75/294)| mem:4.9G| lr:9.61e-04| loss_qfl:0.1565| loss_bbox:0.3166| loss_dfl:0.2019| aux_loss_qfl:0.1349| aux_loss_bbox:0.3056| aux_loss_dfl:0.1968| 
[NanoDet][03-06 15:22:50]INFO: Train|Epoch5/100|Iter1300(125/294)| mem:4.9G| lr:9.61e-04| loss_qfl:0.1741| loss_bbox:0.2963| loss_dfl:0.1892| aux_loss_qfl:0.1326| aux_loss_bbox:0.2750| aux_loss_dfl:0.1795| 
[NanoDet][03-06 15:23:12]INFO: Train|Epoch5/100|Iter1350(175/294)| mem:4.9G| lr:9.61e-04| loss_qfl:0.1559| loss_bbox:0.3062| loss_dfl:0.1989| aux_loss_qfl:0.1196| aux_loss_bbox:0.2625| aux_loss_dfl:0.1845| 
[NanoDet][03-06 15:23:35]INFO: Train|Epoch5/100|Iter1400(225/294)| mem:4.9G| lr:9.61e-04| loss_qfl:0.2079| loss_bbox:0.3934| loss_dfl:0.2079| aux_loss_qfl:0.1949| aux_loss_bbox:0.3641| aux_loss_dfl:0.1957| 
[NanoDet][03-06 15:23:57]INFO: Train|Epoch5/100|Iter1450(275/294)| mem:4.9G| lr:9.61e-04| loss_qfl:0.1897| loss_bbox:0.3941| loss_dfl:0.2404| aux_loss_qfl:0.1562| aux_loss_bbox:0.3457| aux_loss_dfl:0.2267| 
[NanoDet][03-06 15:24:20]INFO: Train|Epoch6/100|Iter1500(31/294)| mem:4.9G| lr:9.39e-04| loss_qfl:0.1531| loss_bbox:0.3498| loss_dfl:0.1879| aux_loss_qfl:0.1316| aux_loss_bbox:0.3228| aux_loss_dfl:0.1754| 
[NanoDet][03-06 15:24:42]INFO: Train|Epoch6/100|Iter1550(81/294)| mem:4.9G| lr:9.39e-04| loss_qfl:0.2272| loss_bbox:0.3164| loss_dfl:0.1851| aux_loss_qfl:0.1645| aux_loss_bbox:0.3234| aux_loss_dfl:0.1861| 
[NanoDet][03-06 15:25:05]INFO: Train|Epoch6/100|Iter1600(131/294)| mem:4.9G| lr:9.39e-04| loss_qfl:0.1619| loss_bbox:0.2986| loss_dfl:0.1968| aux_loss_qfl:0.1202| aux_loss_bbox:0.2776| aux_loss_dfl:0.1857| 
[NanoDet][03-06 15:25:27]INFO: Train|Epoch6/100|Iter1650(181/294)| mem:4.9G| lr:9.39e-04| loss_qfl:0.1893| loss_bbox:0.3122| loss_dfl:0.1886| aux_loss_qfl:0.1478| aux_loss_bbox:0.3088| aux_loss_dfl:0.1867| 
[NanoDet][03-06 15:25:49]INFO: Train|Epoch6/100|Iter1700(231/294)| mem:4.9G| lr:9.39e-04| loss_qfl:0.1712| loss_bbox:0.3393| loss_dfl:0.2055| aux_loss_qfl:0.1554| aux_loss_bbox:0.3459| aux_loss_dfl:0.1991| 
