[NanoDet][03-05 11:26:50]INFO: Setting up data...
[NanoDet][03-05 11:26:50]INFO: Creating model...
[NanoDet][03-05 11:26:51]INFO: Weight Averaging is enabled
[NanoDet][03-05 11:26:54]INFO: Train|Epoch1/100|Iter0(1/294)| mem:4.53G| lr:1.00e-07| loss_qfl:0.6040| loss_bbox:1.1159| loss_dfl:0.5175| aux_loss_qfl:0.4913| aux_loss_bbox:1.1290| aux_loss_dfl:0.5293| 
[NanoDet][03-05 11:27:18]INFO: Train|Epoch1/100|Iter50(51/294)| mem:5.01G| lr:1.00e-04| loss_qfl:0.5026| loss_bbox:0.8226| loss_dfl:0.4261| aux_loss_qfl:0.2830| aux_loss_bbox:0.4933| aux_loss_dfl:0.3162| 
[NanoDet][03-05 11:27:40]INFO: Train|Epoch1/100|Iter100(101/294)| mem:5.01G| lr:2.00e-04| loss_qfl:0.2522| loss_bbox:0.7417| loss_dfl:0.3775| aux_loss_qfl:0.2696| aux_loss_bbox:0.5663| aux_loss_dfl:0.2948| 
[NanoDet][03-05 11:28:03]INFO: Train|Epoch1/100|Iter150(151/294)| mem:5.01G| lr:3.00e-04| loss_qfl:0.2906| loss_bbox:0.5798| loss_dfl:0.3406| aux_loss_qfl:0.2508| aux_loss_bbox:0.4118| aux_loss_dfl:0.2460| 
[NanoDet][03-05 11:28:26]INFO: Train|Epoch1/100|Iter200(201/294)| mem:5.01G| lr:4.00e-04| loss_qfl:0.3515| loss_bbox:0.5073| loss_dfl:0.3068| aux_loss_qfl:0.3362| aux_loss_bbox:0.4086| aux_loss_dfl:0.2468| 
[NanoDet][03-05 11:28:49]INFO: Train|Epoch1/100|Iter250(251/294)| mem:5.01G| lr:5.00e-04| loss_qfl:0.3297| loss_bbox:0.5218| loss_dfl:0.3025| aux_loss_qfl:0.2828| aux_loss_bbox:0.4394| aux_loss_dfl:0.2558| 
[NanoDet][03-05 11:29:13]INFO: Train|Epoch2/100|Iter300(7/294)| mem:5.01G| lr:6.00e-04| loss_qfl:0.2538| loss_bbox:0.4141| loss_dfl:0.2648| aux_loss_qfl:0.1912| aux_loss_bbox:0.3962| aux_loss_dfl:0.2333| 
[NanoDet][03-05 11:29:35]INFO: Train|Epoch2/100|Iter350(57/294)| mem:5.01G| lr:7.00e-04| loss_qfl:0.2368| loss_bbox:0.4367| loss_dfl:0.2514| aux_loss_qfl:0.1873| aux_loss_bbox:0.3347| aux_loss_dfl:0.2096| 
[NanoDet][03-05 11:29:58]INFO: Train|Epoch2/100|Iter400(107/294)| mem:5.01G| lr:8.00e-04| loss_qfl:0.2368| loss_bbox:0.4904| loss_dfl:0.2454| aux_loss_qfl:0.1986| aux_loss_bbox:0.3903| aux_loss_dfl:0.2078| 
[NanoDet][03-05 11:30:20]INFO: Train|Epoch2/100|Iter450(157/294)| mem:5.01G| lr:9.00e-04| loss_qfl:0.2113| loss_bbox:0.4072| loss_dfl:0.2427| aux_loss_qfl:0.1741| aux_loss_bbox:0.3656| aux_loss_dfl:0.2170| 
[NanoDet][03-05 11:30:42]INFO: Train|Epoch2/100|Iter500(207/294)| mem:5.01G| lr:1.00e-03| loss_qfl:0.3104| loss_bbox:0.4261| loss_dfl:0.2243| aux_loss_qfl:0.2380| aux_loss_bbox:0.3734| aux_loss_dfl:0.2034| 
[NanoDet][03-05 11:31:05]INFO: Train|Epoch2/100|Iter550(257/294)| mem:5.01G| lr:1.00e-03| loss_qfl:0.2656| loss_bbox:0.4527| loss_dfl:0.2443| aux_loss_qfl:0.2013| aux_loss_bbox:0.3847| aux_loss_dfl:0.2151| 
[NanoDet][03-05 11:31:30]INFO: Train|Epoch3/100|Iter600(13/294)| mem:5.01G| lr:9.92e-04| loss_qfl:0.2287| loss_bbox:0.4123| loss_dfl:0.2275| aux_loss_qfl:0.1978| aux_loss_bbox:0.3588| aux_loss_dfl:0.2117| 
[NanoDet][03-05 11:31:53]INFO: Train|Epoch3/100|Iter650(63/294)| mem:5.01G| lr:9.92e-04| loss_qfl:0.1992| loss_bbox:0.3196| loss_dfl:0.2102| aux_loss_qfl:0.1617| aux_loss_bbox:0.3213| aux_loss_dfl:0.2082| 
[NanoDet][03-05 11:32:15]INFO: Train|Epoch3/100|Iter700(113/294)| mem:5.01G| lr:9.92e-04| loss_qfl:0.1506| loss_bbox:0.3138| loss_dfl:0.2023| aux_loss_qfl:0.1538| aux_loss_bbox:0.2971| aux_loss_dfl:0.1955| 
[NanoDet][03-05 11:32:38]INFO: Train|Epoch3/100|Iter750(163/294)| mem:5.01G| lr:9.92e-04| loss_qfl:0.2311| loss_bbox:0.3836| loss_dfl:0.2154| aux_loss_qfl:0.1843| aux_loss_bbox:0.3533| aux_loss_dfl:0.2032| 
[NanoDet][03-05 11:33:01]INFO: Train|Epoch3/100|Iter800(213/294)| mem:5.01G| lr:9.92e-04| loss_qfl:0.2116| loss_bbox:0.3906| loss_dfl:0.2152| aux_loss_qfl:0.1723| aux_loss_bbox:0.3906| aux_loss_dfl:0.2155| 
[NanoDet][03-05 11:33:24]INFO: Train|Epoch3/100|Iter850(263/294)| mem:5.01G| lr:9.92e-04| loss_qfl:0.1935| loss_bbox:0.3176| loss_dfl:0.1891| aux_loss_qfl:0.1573| aux_loss_bbox:0.3000| aux_loss_dfl:0.1818| 
[NanoDet][03-05 11:33:49]INFO: Train|Epoch4/100|Iter900(19/294)| mem:5.01G| lr:9.79e-04| loss_qfl:0.2147| loss_bbox:0.3736| loss_dfl:0.2138| aux_loss_qfl:0.1593| aux_loss_bbox:0.3297| aux_loss_dfl:0.1987| 
[NanoDet][03-05 11:34:12]INFO: Train|Epoch4/100|Iter950(69/294)| mem:5.01G| lr:9.79e-04| loss_qfl:0.1915| loss_bbox:0.3219| loss_dfl:0.1922| aux_loss_qfl:0.1811| aux_loss_bbox:0.2796| aux_loss_dfl:0.1773| 
[NanoDet][03-05 11:34:34]INFO: Train|Epoch4/100|Iter1000(119/294)| mem:5.01G| lr:9.79e-04| loss_qfl:0.1676| loss_bbox:0.3497| loss_dfl:0.2252| aux_loss_qfl:0.1443| aux_loss_bbox:0.2974| aux_loss_dfl:0.1926| 
[NanoDet][03-05 11:34:56]INFO: Train|Epoch4/100|Iter1050(169/294)| mem:5.01G| lr:9.79e-04| loss_qfl:0.1724| loss_bbox:0.3598| loss_dfl:0.2072| aux_loss_qfl:0.1512| aux_loss_bbox:0.3118| aux_loss_dfl:0.1858| 
[NanoDet][03-05 11:35:18]INFO: Train|Epoch4/100|Iter1100(219/294)| mem:5.01G| lr:9.79e-04| loss_qfl:0.1464| loss_bbox:0.2673| loss_dfl:0.1901| aux_loss_qfl:0.1169| aux_loss_bbox:0.2142| aux_loss_dfl:0.1762| 
